1.44 -0.159888 -0.0204322 -0.50793 -0.714335 -0.00952719 0.0152045 1.05 -2.32871e-14 -7.97724e-17 0.0977341 0.995213
1.45 -0.159806 -0.0169096 -0.509495 -0.714079 -0.00950366 0.0154057 1.05 -2.33164e-14 -3.61285e-17 0.0976596 0.99522
1.46 -0.15983 -0.0144358 -0.511456 -0.714021 -0.00949688 0.0155971 1.05 -2.33718e-14 -4.64848e-18 0.0976221 0.995224
1.47 -0.160091 -0.0141027 -0.514012 -0.714214 -0.00950918 0.015794 1.05 -2.34484e-14 4.27633e-18 0.0976332 0.995222
1.48 -0.160006 -0.0138022 -0.517202 -0.714884 -0.00952528 0.0159882 1.05 -2.35336e-14 -6.95895e-18 0.0976571 0.99522
1.49 -0.159641 -0.0136104 -0.518491 -0.715547 -0.00954571 0.0161374 1.05 -2.36453e-14 -2.14715e-17 0.0977034 0.995216
1.5 -0.159364 -0.014127 -0.519164 -0.715959 -0.00955586 0.0162249 1.05 -2.37541e-14 -3.13307e-17 0.0977139 0.995215
1.51 -0.159261 -0.015485 -0.521523 -0.715836 -0.00955951 0.0163108 1.05 -2.3858e-14 -3.35605e-17 0.0976964 0.995216
1.52 -0.159405 -0.0157624 -0.524773 -0.715408 -0.00956611 0.0164199 1.05 -2.39629e-14 -6.60293e-17 0.097715 0.995214
1.53 -0.159488 -0.0152622 -0.525823 -0.715607 -0.00958198 0.0165096 1.05 -2.40824e-14 -1.18397e-16 0.0977514 0.995211
1.54 -0.160123 -0.0176264 -0.525016 -0.713632 -0.0096069 0.0165984 1.05 -2.42027e-14 -1.82653e-16 0.0977667 0.995209
1.55 -0.15805 -0.018143 -0.526552 -0.706076 -0.00963757 0.0167013 1.05 -2.43318e-14 -2.30234e-16 0.0977577 0.99521
1.56 -0.152917 -0.0166834 -0.525327 -0.695726 -0.0096661 0.0168385 1.05 -2.44495e-14 -2.76959e-16 0.0977373 0.995212
1.57 -0.151506 -0.0125634 -0.525563 -0.692066 -0.00966615 0.017013 1.05 -2.45406e-14 -3.25214e-16 0.0976749 0.995218
1.58 -0.149994 -0.00799271 -0.526302 -0.690173 -0.00961009 0.0172127 1.05 -2.45976e-14 -3.77451e-16 0.0975624 0.995229
1.59 -0.148562 -0.00461875 -0.526659 -0.688325 -0.00956565 0.0174384 1.05 -2.46591e-14 -4.55822e-16 0.0974914 0.995236
1.6 -0.147528 -0.00176095 -0.528602 -0.686566 -0.00955003 0.0176603 1.05 -2.47443e-14 -5.54067e-16 0.0974652 0.995239
